iter	Passed	Remaining
719	1467	570
720	1469	568
721	1471	566
722	1473	564
723	1475	562
724	1477	560
725	1479	558
726	1481	556
727	1483	554
728	1485	552
729	1487	550
730	1489	548
731	1492	546
732	1493	544
733	1495	542
734	1497	540
735	1499	537
736	1502	536
737	1503	533
738	1505	531
739	1507	529
740	1509	527
741	1511	525
742	1513	523
743	1515	521
744	1517	519
745	1519	517
746	1521	515
747	1522	513
748	1526	511
749	1528	509
750	1530	507
751	1533	505
752	1535	503
753	1536	501
754	1538	499
755	1541	497
756	1542	495
757	1544	493
758	1547	491
759	1549	489
760	1551	487
761	1552	484
762	1554	482
763	1557	481
764	1559	478
765	1560	476
766	1562	474
767	1565	472
768	1566	470
769	1568	468
770	1570	466
771	1573	464
772	1575	462
773	1577	460
774	1579	458
775	1581	456
776	1583	454
777	1585	452
778	1587	450
779	1589	448
780	1591	446
781	1593	444
782	1595	442
783	1597	440
784	1599	438
785	1601	436
786	1603	434
787	1605	432
788	1607	429
789	1609	427
790	1611	425
791	1613	423
792	1615	421
793	1617	419
794	1619	417
795	1621	415
796	1623	413
797	1625	411
798	1627	409
799	1629	407
800	1631	405
801	1633	403
802	1636	401
803	1638	399
804	1640	397
805	1642	395
806	1644	393
807	1646	391
808	1648	389
809	1650	387
810	1652	385
811	1654	383
812	1656	380
813	1658	378
814	1660	376
815	1662	374
816	1664	372
817	1666	370
818	1668	368
819	1670	366
820	1672	364
821	1674	362
822	1676	360
823	1678	358
824	1680	356
825	1682	354
826	1684	352
827	1686	350
828	1688	348
829	1691	346
830	1693	344
831	1694	342
832	1696	340
833	1699	338
834	1701	336
835	1702	334
836	1704	331
837	1707	330
838	1709	327
839	1710	325
840	1712	323
841	1715	321
842	1716	319
843	1718	317
844	1720	315
845	1723	313
846	1724	311
847	1726	309
848	1728	307
849	1730	305
850	1732	303
851	1735	301
852	1737	299
853	1739	297
854	1741	295
855	1742	293
856	1744	291
857	1747	289
858	1749	287
859	1751	285
860	1753	283
861	1755	280
862	1757	278
863	1758	276
864	1760	274
865	1763	272
866	1765	270
867	1767	268
868	1768	266
869	1771	264
870	1773	262
871	1774	260
872	1776	258
873	1779	256
874	1781	254
875	1782	252
876	1784	250
877	1787	248
878	1788	246
879	1791	244
880	1793	242
881	1795	240
882	1797	238
883	1799	236
884	1801	234
885	1803	232
886	1805	229
887	1807	227
888	1809	225
889	1811	223
890	1813	221
891	1815	219
892	1817	217
893	1819	215
894	1821	213
895	1823	211
896	1825	209
897	1827	207
898	1829	205
899	1831	203
900	1833	201
901	1835	199
902	1837	197
903	1839	195
904	1841	193
905	1856	192
906	1858	190
907	1859	188
908	1861	186
909	1863	184
910	1864	182
911	1866	180
912	1868	178
913	1870	175
914	1872	173
915	1874	171
916	1876	169
917	1878	167
918	1879	165
919	1882	163
920	1884	161
921	1885	159
922	1887	157
923	1890	155
924	1892	153
925	1894	151
926	1896	149
927	1898	147
928	1900	145
929	1902	143
930	1905	141
931	1907	139
932	1909	137
933	1911	135
934	1913	133
935	1915	130
936	1917	128
937	1919	126
938	1922	124
939	1923	122
940	1925	120
941	1927	118
942	1930	116
943	1932	114
944	1933	112
945	1935	110
946	1938	108
947	1940	106
948	1942	104
949	1944	102
950	1946	100
951	1948	98
952	1950	96
953	1952	94
954	1954	92
955	1956	90
956	1958	88
957	1961	85
958	1963	83
959	1964	81
960	1966	79
961	1968	77
962	1971	75
963	1973	73
964	1975	71
965	1977	69
966	1979	67
967	1981	65
968	1983	63
969	1985	61
970	1987	59
971	1989	57
972	1991	55
973	1993	53
974	1995	51
975	1997	49
976	1999	47
977	2001	45
978	2003	42
979	2005	40
980	2007	38
981	2009	36
982	2011	34
983	2013	32
984	2015	30
985	2017	28
986	2019	26
987	2021	24
988	2023	22
989	2025	20
990	2027	18
991	2029	16
992	2031	14
993	2033	12
994	2035	10
995	2037	8
996	2039	6
997	2041	4
998	2043	2
999	2045	0
