iter	RMSE
459	42.7510056
460	42.73969802
461	42.72835121
462	42.71884804
463	42.70248989
464	42.69591714
465	42.67646483
466	42.66032358
467	42.65058169
468	42.63800789
469	42.62336832
470	42.60837383
471	42.58827109
472	42.5699382
473	42.55161694
474	42.53959026
475	42.52701393
476	42.50406735
477	42.49486668
478	42.48099325
479	42.45883493
480	42.44014882
481	42.41924286
482	42.39947411
483	42.38498686
484	42.36551931
485	42.33847504
486	42.31376735
487	42.29065529
488	42.27818325
489	42.25850599
490	42.23646717
491	42.22084984
492	42.20948752
493	42.18443424
494	42.17105872
495	42.15235253
496	42.13741126
497	42.12490857
498	42.11214924
499	42.09830755
500	42.08592372
501	42.07353481
502	42.0469647
503	42.02589331
504	42.01245329
505	42.00038218
506	41.9849256
507	41.97229201
508	41.95468435
509	41.92711161
510	41.91640907
511	41.90439015
512	41.89368159
513	41.87856993
514	41.86821827
515	41.85534751
516	41.83719387
517	41.82169845
518	41.7892788
519	41.7677592
520	41.75191701
521	41.74409551
522	41.72222162
523	41.70576019
524	41.69264267
525	41.68457328
526	41.66728768
527	41.64413617
528	41.62596243
529	41.60807007
530	41.5819851
531	41.56336664
532	41.55093065
533	41.53193376
534	41.51789383
535	41.5011834
536	41.48288204
537	41.46967506
538	41.46070136
539	41.43968284
540	41.4159821
541	41.4030218
542	41.39033866
543	41.38339417
544	41.37468673
545	41.35487976
546	41.3360803
547	41.32341502
548	41.30217152
549	41.27877993
550	41.26115029
551	41.24599617
552	41.23408677
553	41.21453977
554	41.2040529
555	41.19097103
556	41.18554569
557	41.17156235
558	41.15654494
559	41.13217629
560	41.11920352
561	41.10221336
562	41.08520187
563	41.07598258
564	41.05565786
565	41.0461117
566	41.02673527
567	41.01138737
568	41.00196025
569	40.98132175
570	40.96315394
571	40.94650705
572	40.93406231
573	40.9228484
574	40.90662867
575	40.88566009
576	40.87200771
577	40.85362596
578	40.83564549
579	40.81885428
580	40.81009327
581	40.79552851
582	40.78053514
583	40.76229629
584	40.75267856
585	40.73347174
586	40.72528818
587	40.70639558
588	40.69324436
589	40.68293239
590	40.67144104
591	40.64732934
592	40.63295598
593	40.61896361
594	40.60826931
595	40.59376128
596	40.57298318
597	40.56238564
598	40.55429519
599	40.54067831
600	40.52611757
601	40.51731872
602	40.50064786
603	40.48421028
604	40.46335569
605	40.44265996
606	40.43250551
607	40.42238636
608	40.40448619
609	40.39435038
610	40.38071279
611	40.3625052
612	40.34708004
613	40.33165602
614	40.31723076
615	40.30297343
616	40.28910677
617	40.2683228
618	40.25256881
619	40.23151611
620	40.21556866
621	40.20478615
622	40.1940686
623	40.18203393
624	40.17027662
625	40.15791738
626	40.14540109
627	40.12184732
628	40.11440009
629	40.10465938
630	40.08918354
631	40.07655215
632	40.0662196
633	40.05519243
634	40.04406797
635	40.03086737
636	40.01452531
637	40.00482599
638	39.98385816
639	39.95965067
640	39.94069334
641	39.92871995
642	39.91906629
643	39.90910121
644	39.89231017
645	39.88074927
646	39.86859763
647	39.85589511
648	39.84204052
649	39.82237015
650	39.80629308
651	39.79376694
652	39.77648403
653	39.76634811
654	39.74980145
655	39.73935608
656	39.72771311
657	39.71392377
658	39.69319219
659	39.67818591
660	39.66307537
661	39.65586301
662	39.64761625
663	39.63357494
664	39.6219258
665	39.61250084
666	39.60520933
667	39.58661955
668	39.57574552
669	39.55130722
670	39.53469457
671	39.51226162
672	39.49358785
673	39.48026923
674	39.46206566
675	39.45040993
676	39.44126414
677	39.43326521
678	39.41824911
679	39.39010736
680	39.3728577
681	39.36278303
682	39.34926684
683	39.34111437
684	39.33266045
685	39.31570229
686	39.30473194
687	39.29692394
688	39.2878111
689	39.27855073
690	39.26407141
691	39.25353094
692	39.24654118
693	39.23394753
694	39.22563311
695	39.21663293
696	39.20751144
697	39.18255251
698	39.17444206
699	39.16825644
700	39.15468404
701	39.14601054
702	39.13446581
703	39.12048079
704	39.09482743
705	39.08085216
706	39.06337674
707	39.04309167
708	39.02643107
709	39.00985902
710	38.99859237
711	38.9868765
712	38.97083916
713	38.95411132
714	38.93717128
715	38.92711297
716	38.91942674
717	38.91155548
718	38.89926953
719	38.8900187
720	38.8693922
721	38.86231454
722	38.85144054
723	38.83657063
724	38.82706035
725	38.81952576
726	38.80154119
727	38.7832428
728	38.77287575
729	38.7542572
730	38.73710245
731	38.72351546
732	38.7148724
733	38.70000107
734	38.68330211
735	38.66449437
736	38.65737837
737	38.63776049
738	38.63278951
739	38.62579446
740	38.61762465
741	38.60853389
742	38.59837989
743	38.58740105
744	38.57513863
745	38.5648607
746	38.55224739
747	38.53941425
748	38.53009319
749	38.51166538
750	38.49983612
751	38.48977334
752	38.48337379
753	38.4733546
754	38.45930661
755	38.4425276
756	38.42361006
757	38.40873839
758	38.40328638
759	38.38621933
760	38.37461465
761	38.36699959
762	38.35713555
763	38.33356264
764	38.31785282
765	38.30113484
766	38.29440769
767	38.28844132
768	38.27325684
769	38.26656036
770	38.25052592
771	38.22974498
772	38.21038624
773	38.1902854
774	38.18233726
775	38.16921119
776	38.15963054
777	38.14055459
778	38.12983814
779	38.11143298
780	38.09694857
781	38.0798549
782	38.07259151
783	38.05460083
784	38.0464263
785	38.03731067
786	38.02481149
787	38.01524284
788	37.99833977
789	37.98985468
790	37.98086931
791	37.97507024
792	37.95586783
793	37.94130683
794	37.93282874
795	37.90928125
796	37.89403347
797	37.87963353
798	37.86968838
799	37.85528149
800	37.84742341
801	37.83798301
802	37.83095397
803	37.81895439
804	37.80105061
805	37.7885563
806	37.77780961
807	37.77077258
808	37.75844997
809	37.74481938
810	37.73895933
811	37.73101135
812	37.7205415
813	37.71480243
814	37.7084835
815	37.69489873
816	37.68598638
817	37.67796583
818	37.66026806
819	37.65778206
820	37.65153604
821	37.64519526
822	37.63659818
823	37.62134248
824	37.6139763
825	37.60491163
826	37.59683918
827	37.5897409
828	37.58279384
829	37.57386968
830	37.56222395
831	37.54392656
832	37.53158279
833	37.52535838
834	37.51166449
835	37.49351336
836	37.48455566
837	37.47006465
838	37.46250572
839	37.45790421
840	37.43943202
841	37.42366149
842	37.40103482
843	37.39234859
844	37.38062136
845	37.37145819
846	37.35652077
847	37.35014152
848	37.33379025
849	37.32707832
850	37.3202773
851	37.30870319
852	37.28796205
853	37.28113085
854	37.26799432
855	37.245949
856	37.23489461
857	37.22455794
858	37.21813934
859	37.2015492
860	37.19465218
861	37.18417892
862	37.16643842
863	37.1565684
864	37.13445935
865	37.12395552
866	37.10849437
867	37.10339412
868	37.09556651
869	37.08708536
870	37.06933084
871	37.04722088
872	37.02665141
873	37.01566132
874	37.00024645
875	36.98504821
876	36.97471827
877	36.96347798
878	36.95826105
879	36.94214561
880	36.93229974
881	36.92341672
882	36.90949165
883	36.89485977
884	36.87822329
885	36.8724415
886	36.85525397
887	36.84111437
888	36.82782601
889	36.81612566
890	36.80285904
891	36.79136334
892	36.78288952
893	36.76351426
894	36.75041703
895	36.73793761
896	36.73056751
897	36.71646182
898	36.70670871
899	36.69707912
900	36.67614464
901	36.65357656
902	36.64597211
903	36.63151898
904	36.62446418
905	36.61792356
906	36.61196134
907	36.60119339
908	36.58890025
909	36.57977986
910	36.56174129
911	36.55317888
912	36.53898883
913	36.52509445
914	36.51493361
915	36.49799503
916	36.48417665
917	36.4667548
918	36.45275274
919	36.4350453
920	36.42787322
921	36.414941
922	36.4063458
923	36.39638223
924	36.39041653
925	36.37693508
926	36.36733222
927	36.35271992
928	36.34393958
929	36.33132162
930	36.32056547
931	36.30715924
932	36.29356015
933	36.2815438
934	36.27490558
935	36.25733705
936	36.23699916
937	36.21982961
938	36.20757188
939	36.20299991
940	36.18085303
941	36.16882244
942	36.15796629
943	36.14493946
944	36.13356123
945	36.12510304
946	36.11385644
947	36.10254352
948	36.09336248
949	36.0861742
950	36.07326051
951	36.06947002
952	36.05398217
953	36.04677629
954	36.03054107
955	36.02312844
956	36.0118472
957	36.00282616
958	35.98875576
959	35.98436892
960	35.97313478
961	35.96477895
962	35.96003038
963	35.94193777
964	35.9260611
965	35.91771181
966	35.90875915
967	35.89915397
968	35.88670192
969	35.87494964
970	35.86049845
971	35.84602966
972	35.83287907
973	35.82687752
974	35.81454151
975	35.79961753
976	35.79039015
977	35.77965592
978	35.76673071
979	35.75524156
980	35.74856875
981	35.74048996
982	35.73391408
983	35.72550082
984	35.71448328
985	35.69717639
986	35.67767445
987	35.66831358
988	35.66087407
989	35.65302423
990	35.63655206
991	35.62389722
992	35.61146028
993	35.60536647
994	35.59189341
995	35.58020177
996	35.5742209
997	35.5677551
998	35.56445586
999	35.55988215
