iter	Passed	Remaining
414	1770	1215
415	1774	1211
416	1779	1207
417	1783	1203
418	1787	1198
419	1791	1194
420	1795	1189
421	1799	1185
422	1803	1181
423	1807	1176
424	1812	1172
425	1816	1168
426	1820	1163
427	1824	1159
428	1828	1155
429	1832	1150
430	1836	1146
431	1840	1141
432	1845	1137
433	1849	1133
434	1854	1129
435	1858	1125
436	1862	1121
437	1867	1116
438	1871	1112
439	1875	1108
440	1879	1104
441	1884	1100
442	1888	1095
443	1892	1091
444	1896	1086
445	1901	1082
446	1905	1078
447	1909	1074
448	1913	1069
449	1917	1065
450	1921	1060
451	1925	1056
452	1930	1052
453	1934	1048
454	1938	1043
455	1942	1039
456	1946	1035
457	1951	1030
458	1955	1026
459	1959	1022
460	1964	1018
461	1968	1013
462	1972	1009
463	1976	1005
464	1980	1000
465	1984	996
466	1988	992
467	1993	988
468	1997	983
469	2001	979
470	2006	975
471	2010	970
472	2014	966
473	2018	962
474	2022	958
475	2026	953
476	2030	949
477	2034	945
478	2039	940
479	2043	936
480	2047	932
481	2051	927
482	2056	923
483	2060	919
484	2064	915
485	2068	910
486	2073	906
487	2076	902
488	2081	898
489	2085	893
490	2089	889
491	2093	885
492	2097	880
493	2101	876
494	2106	872
495	2110	868
496	2115	863
497	2119	859
498	2123	855
499	2127	851
500	2131	846
501	2135	842
502	2140	838
503	2144	833
504	2148	829
505	2152	825
506	2156	820
507	2161	816
508	2165	812
509	2169	808
510	2173	804
511	2178	799
512	2182	795
513	2187	791
514	2191	787
515	2195	782
516	2199	778
517	2203	774
518	2207	769
519	2211	765
520	2215	761
521	2220	757
522	2224	752
523	2228	748
524	2233	744
525	2237	740
526	2241	735
527	2245	731
528	2250	727
529	2254	723
530	2259	719
531	2264	715
532	2268	710
533	2272	706
534	2275	701
535	2279	697
536	2283	693
537	2287	688
538	2291	684
539	2296	680
540	2300	676
541	2304	671
542	2308	667
543	2312	663
544	2317	658
545	2321	654
546	2325	650
547	2329	646
548	2333	641
549	2338	637
550	2342	633
551	2355	631
552	2362	628
553	2368	624
554	2374	620
555	2381	616
556	2389	613
557	2397	610
558	2404	606
559	2413	603
560	2418	599
561	2423	595
562	2428	590
563	2433	586
564	2439	582
565	2446	579
566	2451	575
567	2456	570
568	2461	566
569	2465	562
570	2469	557
571	2474	553
572	2478	549
573	2482	545
574	2487	540
575	2491	536
576	2495	531
577	2499	527
578	2503	523
579	2507	518
580	2511	514
581	2516	510
582	2520	505
583	2524	501
584	2528	497
585	2533	492
586	2538	488
587	2542	484
588	2547	480
589	2552	475
590	2556	471
591	2560	467
592	2565	462
593	2569	458
594	2573	454
595	2577	449
596	2582	445
597	2586	441
598	2590	436
599	2594	432
600	2598	428
601	2603	423
602	2607	419
603	2611	415
604	2615	410
605	2619	406
606	2623	401
607	2627	397
608	2631	393
609	2636	388
610	2640	384
611	2644	380
612	2648	375
613	2652	371
614	2657	367
615	2661	362
616	2666	358
617	2670	354
618	2674	349
619	2678	345
620	2682	341
621	2687	336
622	2691	332
623	2695	328
624	2699	323
625	2703	319
626	2707	315
627	2711	310
628	2716	306
629	2720	302
630	2724	297
631	2728	293
632	2732	289
633	2736	284
634	2741	280
635	2745	276
636	2749	271
637	2754	267
638	2758	263
639	2762	258
640	2766	254
641	2770	250
642	2776	246
643	2780	241
644	2784	237
645	2789	233
646	2793	228
647	2797	224
648	2801	220
649	2806	215
650	2810	211
651	2814	207
652	2818	202
653	2822	198
654	2826	194
655	2831	189
656	2835	185
657	2839	181
658	2843	176
659	2848	172
660	2852	168
661	2856	163
662	2860	159
663	2865	155
664	2869	151
665	2873	146
666	2878	142
667	2882	138
668	2886	133
669	2891	129
670	2895	125
671	2900	120
672	2905	116
673	2909	112
674	2914	107
675	2918	103
676	2923	99
677	2928	95
678	2932	90
679	2937	86
680	2943	82
681	2948	77
682	2953	73
683	2958	69
684	2963	64
685	2967	60
686	2972	56
687	2977	51
688	2982	47
689	2987	43
690	2992	38
691	2996	34
692	3001	30
693	3006	25
694	3011	21
695	3017	17
696	3022	13
697	3027	8
698	3033	4
699	3038	0
