iter	RMSE
505	0.2016944662
506	0.2015539436
507	0.2014349786
508	0.2013710686
509	0.2011203579
510	0.2009815008
511	0.2008831254
512	0.2008327038
513	0.2008060044
514	0.2007304163
515	0.2005516083
516	0.2005025428
517	0.2003658582
518	0.2002931188
519	0.2002032485
520	0.2001779586
521	0.2000097939
522	0.1998994848
523	0.1997990037
524	0.1997352372
525	0.1996818846
526	0.1996328054
527	0.1995981062
528	0.1994467786
529	0.1993844924
530	0.1992670289
531	0.1991557325
532	0.1991224717
533	0.1990419963
534	0.1990097805
535	0.1989454418
536	0.1988672494
537	0.1987958256
538	0.1986186966
539	0.1984653242
540	0.19844524
541	0.1983702557
542	0.1982868146
543	0.1982103981
544	0.1981732506
545	0.1979746581
546	0.1978516488
547	0.1977336077
548	0.1975229596
549	0.1972524801
550	0.1972199908
551	0.1970402202
552	0.197013872
553	0.1968859507
554	0.1968675336
555	0.1967433487
556	0.1966046737
557	0.196413184
558	0.1963059859
559	0.1961892133
560	0.196034023
561	0.1958710533
562	0.1958398331
563	0.1958355078
564	0.1956603584
565	0.1955691043
566	0.1955254071
567	0.1953727399
568	0.1953062978
569	0.1952576757
570	0.1951802332
571	0.1950790051
572	0.1949857162
573	0.1949493684
574	0.1947481476
575	0.194636054
576	0.1945748369
577	0.1945606692
578	0.1945206737
579	0.1943514249
580	0.194251788
581	0.194105605
582	0.1940092779
583	0.1938384806
584	0.1937055266
585	0.1936091874
586	0.1934879142
587	0.1932736906
588	0.1931545162
589	0.1930790388
590	0.192957581
591	0.192744576
592	0.1926935301
593	0.1925978096
594	0.1925080363
595	0.1924371201
596	0.1923154972
597	0.1922643842
598	0.1920938454
599	0.1919785882
600	0.1919158278
601	0.191762927
602	0.1916499422
603	0.1915892823
604	0.191554897
605	0.1913859792
606	0.1913808567
607	0.1913216638
608	0.1912937519
609	0.1911799203
610	0.191120088
611	0.191114806
612	0.1910452523
613	0.1909071805
614	0.1908358366
615	0.1907236842
616	0.1906016509
617	0.190521353
618	0.1904903509
619	0.1904702605
620	0.1903602661
621	0.1901859228
622	0.1901654583
623	0.1900076415
624	0.1899176292
625	0.1897625198
626	0.1897443359
627	0.1897310981
628	0.189557748
629	0.1894929582
630	0.1893669851
631	0.1892600654
632	0.1890975935
633	0.1890122277
634	0.1889215317
635	0.1888048619
636	0.1886670377
637	0.1885916191
638	0.1885845364
639	0.188417099
640	0.1883934103
641	0.1882395006
642	0.1880580577
643	0.1879957922
644	0.1878919881
645	0.1878438631
646	0.187765243
647	0.1875562303
648	0.1874607431
649	0.1873489837
650	0.1872744803
651	0.1871847828
652	0.1871670375
653	0.1870985873
654	0.1870200604
655	0.1869991871
656	0.1869374692
657	0.1868491546
658	0.1867494453
659	0.1866966364
660	0.1866719178
661	0.1866214322
662	0.1865771718
663	0.1864972664
664	0.1863826726
665	0.1862048006
666	0.1861249715
667	0.1861242218
668	0.1860469468
669	0.1859811171
670	0.1858689627
671	0.1857285316
672	0.1856792798
673	0.1855666214
674	0.1854736551
675	0.1854113571
676	0.1853539432
677	0.1853339377
678	0.1852353068
679	0.1851370838
680	0.1850697865
681	0.184978187
682	0.1849179155
683	0.1848345207
684	0.1847336301
685	0.1847112331
686	0.1847024774
687	0.1846410826
688	0.1846141939
689	0.1845788718
690	0.1844150265
691	0.1843918854
692	0.1842531074
693	0.1841814311
694	0.1840895303
695	0.1838936539
696	0.1838110212
697	0.1837072122
698	0.1835804727
699	0.1835082147
