iter	Logloss
122	0.5155085471
123	0.5153359077
124	0.5152233708
125	0.5151427773
126	0.5149849832
127	0.5148777648
128	0.5147872018
129	0.5146052893
130	0.5145531117
131	0.5144328161
132	0.5142648289
133	0.5142042201
134	0.5139966924
135	0.5137009617
136	0.513592612
137	0.5133485708
138	0.513013547
139	0.5128544136
140	0.5126946259
141	0.5125072699
142	0.5122948247
143	0.5122031014
144	0.5121002447
145	0.5119433324
146	0.5118306689
147	0.5116871134
148	0.5115599814
149	0.5114801516
150	0.5112460651
151	0.5112138165
152	0.5111296657
153	0.5110056541
154	0.5107785601
155	0.5106547504
156	0.5105041376
157	0.5104332405
158	0.5103153134
159	0.5102514152
160	0.5101370173
161	0.5100022169
162	0.5098950784
163	0.5098298596
164	0.509726837
165	0.5095318939
166	0.5093244934
167	0.5091828803
168	0.5091218093
169	0.5090202338
170	0.5089516543
171	0.5088668004
172	0.5087510897
173	0.5085764081
174	0.5083819985
175	0.5082651874
176	0.5080589607
177	0.5078560985
178	0.5075999804
179	0.5075364405
180	0.5073530406
181	0.5071707716
182	0.5070788863
183	0.5070149842
184	0.5069503602
185	0.5068528165
186	0.5067186746
187	0.5065670199
188	0.5064117032
189	0.5063634825
190	0.5063286382
191	0.5061960979
192	0.5061324049
193	0.5058816829
194	0.5057747751
195	0.5057034429
196	0.5056026145
197	0.5053970975
198	0.5053919861
199	0.5052142808
200	0.50503895
201	0.504901996
202	0.5048413699
203	0.5047807301
204	0.5045283291
205	0.5044491063
206	0.5043241765
207	0.5041403564
208	0.5040160831
209	0.5039549496
210	0.5039130187
211	0.5036817957
212	0.5036243232
213	0.5035023785
214	0.5033057672
215	0.5031754165
216	0.5028670066
217	0.5026680787
218	0.5025530202
219	0.5024072514
220	0.502347239
221	0.5022816391
222	0.5021708169
223	0.5018015968
224	0.5016758908
225	0.501553345
226	0.5014596159
227	0.5011731236
228	0.500939276
229	0.5008149352
230	0.5006700134
231	0.5003680095
232	0.5001335622
233	0.5000196343
234	0.4998588133
235	0.4997832238
236	0.4996006272
237	0.4994634247
238	0.4992349298
239	0.4991258158
240	0.4988503891
241	0.4987158363
242	0.4983604166
243	0.4981568124
244	0.4979849807
245	0.497711499
246	0.4974339058
247	0.4972183787
248	0.4970832062
249	0.4968565192
250	0.4966232721
251	0.4963769924
252	0.4961227381
253	0.49584242
254	0.4956037277
255	0.4953853157
256	0.4952048585
257	0.4949474982
258	0.4946336998
259	0.494485549
260	0.494278163
261	0.4940863023
262	0.4938944898
263	0.4937184145
264	0.4934411935
265	0.4932278874
266	0.4929722166
267	0.4928462691
268	0.4926296712
269	0.4924721288
270	0.4922776454
271	0.4920017878
272	0.4917956339
273	0.4915204737
274	0.4912322009
275	0.4911646472
276	0.4908459594
277	0.4906921012
278	0.4904308076
279	0.4903241884
280	0.4900819923
281	0.4899233768
282	0.4897127058
283	0.4895219892
284	0.4894825795
285	0.4892163613
286	0.4889713081
287	0.4887591645
288	0.4885796985
289	0.4883932757
290	0.4882941615
291	0.4880747659
292	0.487901632
293	0.4877042928
294	0.4876054288
295	0.4873919034
296	0.4871352766
297	0.4868774427
298	0.4867183934
299	0.4864818328
300	0.4863699389
301	0.486180136
302	0.4860698732
303	0.4858341657
304	0.4855803464
305	0.485419929
306	0.4852135569
307	0.4851255623
308	0.4850490947
309	0.4848041442
310	0.4844951652
311	0.4843736766
312	0.4841781203
313	0.4840004728
314	0.4837524674
315	0.4835215186
316	0.4833534708
317	0.4831867809
318	0.4830111973
319	0.4828405971
320	0.482670764
321	0.4824337663
322	0.4823356721
323	0.4821888736
324	0.4819576617
325	0.4818246249
326	0.4817133579
327	0.4815308481
328	0.4813826179
329	0.4810912092
330	0.4808498206
331	0.4806998477
332	0.4805705917
333	0.4803641896
334	0.4801728175
335	0.479966412
336	0.4798769314
337	0.4797882283
338	0.4796144741
339	0.4795623063
340	0.4794107827
341	0.4791162306
342	0.4788671957
343	0.4786564736
344	0.4784534619
345	0.478275434
346	0.4779584494
347	0.4778176424
348	0.4777022526
349	0.477553662
350	0.4774470613
351	0.4772118618
352	0.4770184786
353	0.4768722204
354	0.4766630419
355	0.4765701798
356	0.4764474272
357	0.4763855604
358	0.4762237707
359	0.4760646425
360	0.4758391948
361	0.4755693529
362	0.475383119
363	0.4752008886
364	0.4749968917
365	0.4748569079
366	0.474805139
367	0.4746087269
368	0.4742846905
369	0.4741572929
370	0.4738528088
371	0.4737086336
372	0.4735687035
373	0.4734036121
374	0.4731384155
375	0.4729507725
376	0.4727993433
377	0.4726996083
378	0.4725493799
379	0.4723155375
380	0.4721584831
381	0.4720301335
382	0.4719118124
383	0.4717779531
384	0.4715863214
385	0.4714409865
386	0.4712956862
387	0.4712215218
388	0.4709944829
389	0.470838269
390	0.4707386073
391	0.4705481966
392	0.4703494449
393	0.4702968701
394	0.4701967119
395	0.4700746015
396	0.46999359
397	0.4699052208
398	0.469867618
399	0.4698017758
400	0.4697002268
401	0.4695023158
402	0.4692742184
403	0.4691490733
404	0.4690180269
405	0.4688101495
406	0.4687136435
407	0.4685819373
408	0.4684805854
409	0.4682873693
410	0.4681115351
411	0.4680145391
412	0.4677749107
413	0.4676488458
414	0.4675125918
415	0.4674733823
416	0.4674350346
417	0.4673709484
418	0.4673082826
419	0.4670403063
420	0.466988979
421	0.4667258484
422	0.466528217
423	0.4663435364
424	0.4660690789
425	0.4658798418
426	0.465792217
427	0.4657545059
428	0.4656316622
429	0.4655133692
430	0.4654281796
431	0.4653206707
432	0.4651961382
433	0.4650892929
434	0.4649440007
435	0.464825018
436	0.4646741393
437	0.4645846901
438	0.4644821771
439	0.4642961477
440	0.4641953792
441	0.4640242227
442	0.4639538773
443	0.4637537312
444	0.4636611953
445	0.4634714134
446	0.4634054048
447	0.4633140685
448	0.4632052477
449	0.4630726588
450	0.4628344565
451	0.4626894526
452	0.4625571504
453	0.4623774743
454	0.4623146041
455	0.4621523098
456	0.4619125044
457	0.4617125416
458	0.4614517524
459	0.4612991745
460	0.4611595246
461	0.4611251267
462	0.4610246502
463	0.4608265287
464	0.4607840815
465	0.4605196859
466	0.4603689623
467	0.4602611852
468	0.4600631831
469	0.4600108429
470	0.4599135104
471	0.4597100879
472	0.4595850895
473	0.4593979409
474	0.4591029638
475	0.4590396335
476	0.4588367498
477	0.4587204988
478	0.4586566397
479	0.4584225447
480	0.4582384472
481	0.4582061424
482	0.4581760926
483	0.4580293137
484	0.4578369901
485	0.4576678536
486	0.4576396461
487	0.4575877579
488	0.4574312871
489	0.4572230921
490	0.4571328713
491	0.4570411735
492	0.4569330874
493	0.4567778204
494	0.4566930307
495	0.4565130589
496	0.4563480494
497	0.4561735862
498	0.4560338192
499	0.4559045822
500	0.4558085221
501	0.4556510003
502	0.4554539146
503	0.4552923596
504	0.4551282154
505	0.4549840152
506	0.4548059537
507	0.4546683605
508	0.454478155
509	0.4542507426
510	0.454098372
511	0.4540026682
512	0.4537644836
513	0.4536271513
514	0.4536029391
515	0.4535623985
516	0.4534418067
517	0.4532621181
518	0.4531598252
519	0.4530025012
520	0.4528466721
521	0.4527556898
522	0.4526172423
523	0.4525132549
524	0.4524516153
525	0.4522909973
526	0.4521563631
527	0.4520545449
528	0.4519766489
529	0.4517791871
530	0.4515709067
531	0.4512969239
532	0.4511686247
533	0.4509919023
534	0.4508444691
535	0.4507906004
536	0.4506379696
537	0.4504710375
538	0.4503687036
539	0.4502811469
540	0.4500839911
541	0.4499764009
542	0.449883752
543	0.4497348198
544	0.449531068
545	0.4494704803
546	0.4493395214
547	0.4491506455
548	0.448956301
549	0.4489171418
550	0.4487980841
551	0.4486405683
552	0.448505169
553	0.4483707349
554	0.4482141672
555	0.4480889171
556	0.4479360398
557	0.4477160943
558	0.4475699254
559	0.4473989203
560	0.4473405438
561	0.4472902808
562	0.4472158473
563	0.4470594951
564	0.4469545613
565	0.4467954859
566	0.446661854
567	0.4465362509
568	0.446446212
569	0.446237393
570	0.4460887583
571	0.44602158
572	0.4458710767
573	0.4458328883
574	0.4456143704
575	0.4455455236
576	0.4454115384
577	0.4453035204
578	0.4451833878
579	0.4450333633
580	0.4448555649
581	0.4447138718
582	0.4445485964
583	0.4443346432
584	0.4442211843
585	0.4440814779
586	0.4439595566
587	0.443909513
588	0.4438549607
589	0.4436962459
590	0.4436326525
591	0.4434645126
592	0.4433214979
593	0.4432451943
594	0.4430979463
595	0.4430195584
596	0.4428375283
597	0.4426892944
598	0.4425944872
599	0.442527929
600	0.4423357493
601	0.4422444799
602	0.44218007
603	0.4420563084
604	0.4419080272
605	0.4418422107
606	0.4417841668
607	0.4416276076
608	0.4415313465
609	0.441479959
610	0.4414478417
611	0.4412428271
612	0.4412055121
613	0.4410995913
614	0.4409248934
615	0.4407422562
616	0.4405640964
617	0.44046762
618	0.4403721873
619	0.4402383281
620	0.4401325521
621	0.4400284738
622	0.4399174914
623	0.439832694
624	0.4398000248
625	0.439741046
626	0.4396032529
627	0.4395331848
628	0.4394054473
629	0.4392463096
630	0.4391530791
631	0.4390330064
632	0.4389086427
633	0.4387677912
634	0.4386068838
635	0.4385229011
636	0.4383605152
637	0.4383066325
638	0.4381700258
639	0.4381327818
640	0.437959431
641	0.4378188151
642	0.4377219447
643	0.4376953272
644	0.437518237
645	0.4373948818
646	0.4373814461
647	0.4372507069
648	0.437113719
649	0.4370085363
650	0.4368992811
651	0.4368121121
652	0.4366959486
653	0.4366321103
654	0.4365823845
655	0.436434729
656	0.4363285904
657	0.436301661
658	0.4362091353
659	0.4361139767
660	0.4360222222
661	0.4358557756
662	0.4357599242
663	0.4356549108
664	0.4355778828
665	0.4354575537
666	0.4353996969
667	0.4352805246
668	0.4351388168
669	0.4349539373
670	0.4348601592
671	0.4347794269
672	0.434715042
673	0.434547692
674	0.4343233739
675	0.434267385
676	0.4342141205
677	0.4340907458
678	0.4339743039
679	0.4339080743
680	0.4338369802
681	0.433648349
682	0.4336331402
683	0.4334887077
684	0.4333424568
685	0.4331757036
686	0.4330377588
687	0.4328550385
688	0.4327841413
689	0.4326463316
690	0.4325161491
691	0.432360647
692	0.4322456519
693	0.4321471408
694	0.432020745
695	0.4319200914
696	0.4318828685
697	0.431793456
698	0.4316668941
699	0.4315598932
700	0.4314397445
701	0.4312935648
702	0.4311834869
703	0.4310255727
704	0.4309273622
705	0.4308310062
706	0.4307415309
707	0.4306647093
708	0.430493124
709	0.4303788888
710	0.4303205927
711	0.4301785634
712	0.4300142022
713	0.4299694213
714	0.4298209818
715	0.4297669509
716	0.4296558395
717	0.4295847125
718	0.4294820391
719	0.4293849022
720	0.4292835587
721	0.4291613199
722	0.4291283987
723	0.4290842634
724	0.4289048941
725	0.4288215022
726	0.4286617178
727	0.4285380534
728	0.4284738611
729	0.4283493899
730	0.4282087066
731	0.4280947358
732	0.4279596805
733	0.4278368872
734	0.4277204792
735	0.4276860792
736	0.4274672995
737	0.427343138
738	0.4272133153
739	0.4270825284
740	0.4269758285
741	0.426848573
742	0.4267552589
743	0.4265511447
744	0.4264400063
745	0.4263399359
746	0.4262718721
747	0.4261390755
748	0.4260072594
749	0.4258140367
750	0.4256505766
751	0.4255372937
752	0.4254725094
753	0.4253963834
754	0.4253062571
755	0.4252018478
756	0.4251009096
757	0.4249608768
758	0.4248630023
759	0.4247078495
760	0.4246026165
761	0.4245044817
762	0.4243979925
763	0.4242764674
764	0.4241565222
765	0.4239827126
766	0.4238920486
767	0.4237614487
768	0.4236954915
769	0.4236054077
770	0.4235392466
771	0.4235021745
772	0.4234077649
773	0.4233202555
774	0.4231693282
775	0.4231157367
776	0.4230699735
777	0.4229519199
778	0.4228196105
779	0.4227449113
780	0.4226668517
781	0.4224903807
782	0.4223341159
783	0.4222111959
784	0.4221090344
785	0.4220295228
786	0.4218720825
787	0.4217824989
788	0.4216742484
789	0.4215443559
790	0.4215254433
791	0.4214244648
792	0.4213300193
793	0.4212440872
794	0.4211065985
795	0.4210064785
796	0.4208630628
797	0.4207695805
798	0.4206387338
799	0.4204716662
800	0.4203319526
801	0.4201875924
802	0.4200721323
803	0.4199677433
804	0.4199232695
805	0.4198425026
806	0.4196422467
807	0.4195533899
808	0.4194252693
809	0.41921532
810	0.4190478556
811	0.4189142393
812	0.4187804143
813	0.418691798
814	0.4186324039
815	0.4185537638
816	0.4183728827
817	0.4182888574
818	0.4181369565
819	0.4180294026
820	0.4179507534
821	0.4178315529
822	0.417650333
823	0.4176076625
824	0.4174964881
825	0.4173360312
826	0.4172606915
827	0.4171568861
828	0.417086964
829	0.4169795183
830	0.4168753329
831	0.4167957822
832	0.4166619597
833	0.416632679
834	0.4165779432
835	0.4165032053
836	0.4164177244
837	0.4163101441
838	0.4161633722
839	0.4160413794
840	0.4159221515
841	0.4158716827
842	0.4157776659
843	0.4156838511
844	0.4155051339
845	0.4153677792
846	0.4153020567
847	0.415149963
848	0.4150010326
849	0.4149185047
850	0.4148695306
851	0.4147868914
852	0.4147064341
853	0.414644808
854	0.4145409263
855	0.4144132529
856	0.4143052452
857	0.4141577826
858	0.4139919355
859	0.4139497776
860	0.4138489107
861	0.4137745417
862	0.4136878698
863	0.4135430744
864	0.4133689187
865	0.4133082603
866	0.4131840706
867	0.4130616289
868	0.4129231338
869	0.4128092773
870	0.4126618349
871	0.4125242876
872	0.4124667768
873	0.4123588971
874	0.4122518866
875	0.4121933001
876	0.4120984871
877	0.4119532185
878	0.4117902046
879	0.4116825874
880	0.4115608676
881	0.411489196
882	0.4113453598
883	0.4112017501
884	0.4111292801
885	0.4109621031
886	0.4108991227
887	0.4108297349
888	0.4107277112
889	0.4106252899
890	0.4105139289
891	0.4104213697
892	0.4102827264
893	0.4102483395
894	0.4101454112
895	0.4100705434
896	0.4100056827
897	0.4099311212
898	0.4098952108
899	0.409762218
900	0.4096162677
901	0.4095433617
902	0.4093467135
903	0.4091916528
904	0.409030998
905	0.4089782498
906	0.408865174
907	0.40872625
908	0.4085792894
909	0.4085475882
910	0.4084004917
911	0.4082946499
912	0.4082496608
913	0.4080921775
914	0.4079121596
915	0.407792623
916	0.4077698163
917	0.4077170155
918	0.4075240228
919	0.4074748599
920	0.4073434637
921	0.407295208
922	0.4072376243
923	0.4071460367
924	0.4070367722
925	0.4069114163
926	0.4068163324
927	0.4067257899
928	0.4065896884
929	0.4064710122
930	0.4063663777
931	0.4062577714
932	0.406115026
933	0.4060310596
934	0.4059074626
935	0.4057563052
936	0.405698655
937	0.4056503825
938	0.4055385972
939	0.4053689849
940	0.4052524575
941	0.4051929615
942	0.4050919678
943	0.4050330166
944	0.4049578088
945	0.4048437057
946	0.4047782277
947	0.4046978743
948	0.4046152753
949	0.4045324229
950	0.4044062603
951	0.4042067789
952	0.4040473164
953	0.4038926612
954	0.4038344434
955	0.4037069372
956	0.4036550921
957	0.4035230059
958	0.4034785794
959	0.4033048537
960	0.4032394665
961	0.4031711007
962	0.4031431668
963	0.4030804204
964	0.4029835662
965	0.4028762206
966	0.4027675103
967	0.402693354
968	0.4025650395
969	0.4025342775
970	0.4023983718
971	0.4023105993
972	0.4022657166
973	0.4021998754
974	0.4021109324
975	0.4020383013
976	0.4019167937
977	0.4018272813
978	0.4016881214
979	0.4016675369
980	0.4016310207
981	0.4014678993
982	0.4014110342
983	0.4013194186
984	0.4012002389
985	0.4010268821
986	0.4009474057
987	0.4007815248
988	0.4007355497
989	0.4005865514
990	0.4005699306
991	0.4004518862
992	0.400372264
993	0.4002788943
994	0.400259876
995	0.4001548284
996	0.400101021
997	0.4000291053
998	0.39987534
999	0.3998483044
16
