iter	Logloss
0	0.6315326194
1	0.5776552438
2	0.5380991489
3	0.5076599297
4	0.4835194111
5	0.4657688208
6	0.4531315507
7	0.4416456308
8	0.4302166138
9	0.418414603
10	0.4101350531
11	0.402037419
12	0.3959793518
13	0.3904029405
14	0.3858841999
15	0.3817765995
16	0.3772622097
17	0.3734851587
18	0.3703279727
19	0.3669580877
20	0.3639060523
21	0.3617513142
22	0.3596335395
23	0.3575783152
24	0.3557400124
25	0.3532328369
26	0.3516210341
27	0.3503801152
28	0.3484969624
29	0.3470340132
30	0.3454043564
31	0.3441011614
32	0.3423950134
33	0.3411775111
34	0.3400785692
35	0.3383710311
36	0.3374731669
37	0.3358699212
38	0.3341518938
39	0.3332551627
40	0.3324517412
41	0.3314142426
42	0.3300157852
43	0.3292175998
44	0.3284284704
45	0.3275193118
46	0.3268866579
47	0.3261484512
48	0.3255676462
49	0.3239943868
50	0.3233671434
51	0.3228721596
52	0.3222248826
53	0.3216808499
54	0.3211412148
55	0.3204464746
56	0.3198663696
57	0.3196915899
58	0.3191726508
59	0.3184630846
60	0.3179848242
61	0.3175595647
62	0.3168796942
63	0.3157266425
64	0.3153026015
65	0.3149743998
66	0.3145357559
67	0.313886913
68	0.3132999325
69	0.3129323556
70	0.3120471054
71	0.3114296871
72	0.3111203465
73	0.3107125322
74	0.3101414992
75	0.3095320942
76	0.3089602372
77	0.3083168865
78	0.3079216359
79	0.306995228
80	0.3065802166
81	0.3062257586
82	0.305881483
83	0.305507769
84	0.3052414994
85	0.3048806182
86	0.304531
87	0.3041656565
88	0.3035999724
89	0.3030691426
90	0.3028415643
91	0.302521687
92	0.3018527003
93	0.301558414
94	0.301231731
95	0.3008879601
96	0.300519596
97	0.3001982961
98	0.2999588171
99	0.2996209351
100	0.2993676046
101	0.2990047555
102	0.2985641116
103	0.2978199696
104	0.2975929937
105	0.2971659453
106	0.2969560728
107	0.2966893238
108	0.2962281053
109	0.2958956877
110	0.2956121701
111	0.295286066
112	0.2947458462
113	0.2945709367
114	0.2941696369
115	0.2938696954
116	0.2933687074
117	0.2928334423
118	0.2925041327
119	0.2923067533
120	0.2920295634
121	0.2915384396
122	0.291334722
123	0.2910779775
124	0.290782862
125	0.290619205
126	0.2902621679
127	0.2900017573
128	0.2896887924
129	0.2893362955
130	0.2890328807
131	0.2883945121
132	0.2880687716
133	0.2878200939
134	0.2877605107
135	0.287394109
136	0.2870943028
137	0.2865054072
138	0.2862823409
139	0.2857796993
140	0.2854208361
141	0.2850736304
142	0.2847815094
143	0.2845349149
144	0.2842134107
145	0.2834762162
146	0.2832358994
147	0.2827427437
148	0.2825803283
149	0.2821035518
150	0.2818787362
151	0.2817182089
152	0.2814898715
153	0.2812214954
154	0.2809002747
155	0.2805956224
156	0.2803989661
157	0.2800258531
158	0.2799021748
159	0.2797104128
160	0.2794928882
161	0.2789096149
162	0.2785698509
163	0.2784036176
164	0.2781554749
165	0.2779070569
166	0.2776492831
167	0.2774801012
168	0.2770741758
169	0.276753388
170	0.2766041324
171	0.2764229866
172	0.2762577074
173	0.2760300287
174	0.2759225432
175	0.275633554
176	0.2755130379
177	0.2750597118
178	0.274789889
179	0.2743338358
180	0.2738498416
181	0.2737038185
182	0.2734109561
183	0.2731891886
184	0.2729354451
185	0.2727806518
186	0.2726910251
187	0.2725524471
188	0.2722644585
189	0.2719376398
190	0.2715039229
191	0.2713640858
192	0.2712698232
193	0.2708610025
194	0.2706141425
195	0.2705126516
196	0.2701343757
197	0.2700108195
198	0.2696563761
199	0.2695985113
200	0.269249466
201	0.2691785998
202	0.2689031993
203	0.2687386209
204	0.2685135976
205	0.2681781657
206	0.2678301812
207	0.2675855815
208	0.2674815086
209	0.2673386622
210	0.2671763763
211	0.2669485922
212	0.2666304254
213	0.2661916011
214	0.2660000673
215	0.2658045564
216	0.265682001
217	0.2655537687
218	0.2652002801
219	0.264939183
220	0.2647094709
221	0.2645641048
222	0.2642680883
223	0.2641567742
224	0.264065196
225	0.263742945
226	0.2635471638
227	0.2632817303
228	0.2630599218
229	0.2629271703
230	0.262795658
231	0.2625500649
232	0.2622199306
233	0.2618789401
234	0.2615559322
235	0.2614060821
236	0.2611624464
237	0.2609369136
238	0.2607678723
239	0.2605275453
240	0.260399977
241	0.2602409661
242	0.2600136536
243	0.2596278369
244	0.2594193937
245	0.2591606983
246	0.2589273211
247	0.2586979023
248	0.2585724914
249	0.2583501836
250	0.2581388717
251	0.2577993908
252	0.2575077949
253	0.2573009143
254	0.2569092054
255	0.2567869812
256	0.2565758999
257	0.2563264062
258	0.2560642623
259	0.2556624003
260	0.2554926709
261	0.2552655421
262	0.255096403
263	0.2549419926
264	0.2546705013
265	0.2545120036
266	0.2543621907
267	0.2542589418
268	0.2540478467
269	0.2536473917
270	0.2534297816
271	0.2532354601
272	0.253091214
273	0.2528203795
274	0.252713963
275	0.2525416414
276	0.2523485834
277	0.2520921852
278	0.2519635042
279	0.2518402866
280	0.2517465971
281	0.251479951
282	0.2513730409
283	0.2510534381
284	0.2508484227
285	0.250607876
286	0.2503649179
287	0.2501065371
288	0.2500308843
289	0.2497923921
290	0.249543102
291	0.2494408003
292	0.2491980034
293	0.2489793354
294	0.2489221752
295	0.248769647
296	0.2485395013
297	0.2483302362
298	0.2480178405
299	0.2478449715
