iter	Passed	Remaining
332	975	1954
333	978	1950
334	980	1947
335	983	1943
336	985	1939
337	988	1935
338	991	1934
339	994	1930
340	997	1928
341	1000	1924
342	1003	1921
343	1006	1918
344	1008	1914
345	1011	1911
346	1013	1907
347	1016	1904
348	1018	1900
349	1021	1897
350	1024	1894
351	1027	1891
352	1030	1887
353	1032	1884
354	1036	1883
355	1039	1880
356	1042	1877
357	1045	1874
358	1047	1870
359	1050	1867
360	1053	1864
361	1056	1861
362	1058	1857
363	1061	1854
364	1063	1850
365	1066	1847
366	1068	1843
367	1071	1840
368	1074	1836
369	1076	1833
370	1079	1830
371	1081	1826
372	1084	1823
373	1087	1819
374	1089	1816
375	1092	1813
376	1095	1809
377	1097	1806
378	1100	1803
379	1103	1799
380	1105	1796
381	1108	1792
382	1111	1790
383	1114	1787
384	1116	1784
385	1119	1780
386	1121	1777
387	1124	1774
388	1127	1771
389	1130	1768
390	1133	1765
391	1135	1761
392	1138	1758
393	1141	1755
394	1143	1751
395	1146	1748
396	1148	1745
397	1151	1741
398	1154	1738
399	1157	1735
400	1159	1732
401	1162	1728
402	1164	1725
403	1167	1722
404	1170	1718
405	1173	1716
406	1175	1713
407	1178	1709
408	1180	1706
409	1183	1702
410	1186	1699
411	1189	1697
412	1192	1694
413	1195	1691
414	1198	1688
415	1200	1685
416	1203	1682
417	1205	1679
418	1208	1675
419	1211	1672
420	1213	1669
421	1216	1666
422	1219	1663
423	1222	1660
424	1225	1658
425	1228	1655
426	1231	1652
427	1234	1649
428	1236	1645
429	1239	1642
430	1241	1639
431	1244	1636
432	1247	1633
433	1250	1630
434	1252	1627
435	1255	1623
436	1257	1620
437	1260	1617
438	1263	1614
439	1266	1611
440	1268	1608
441	1271	1604
442	1274	1602
443	1276	1598
444	1279	1595
445	1282	1592
446	1284	1589
447	1286	1585
448	1290	1583
449	1292	1579
450	1295	1576
451	1297	1573
452	1300	1570
453	1303	1567
454	1306	1564
455	1309	1561
456	1311	1558
457	1314	1555
458	1317	1552
459	1320	1550
460	1323	1547
461	1325	1544
462	1328	1541
463	1331	1538
464	1334	1535
465	1337	1532
466	1340	1530
467	1343	1527
468	1346	1525
469	1349	1521
470	1352	1518
471	1354	1515
472	1357	1512
473	1360	1509
474	1363	1506
475	1366	1503
476	1368	1500
477	1371	1497
478	1373	1494
479	1376	1491
480	1379	1488
481	1382	1485
482	1385	1482
483	1388	1480
484	1391	1477
485	1393	1474
486	1396	1471
487	1399	1468
488	1401	1464
489	1403	1460
490	1406	1457
491	1409	1455
492	1412	1452
493	1415	1449
494	1418	1446
495	1420	1443
496	1423	1440
497	1426	1437
498	1428	1434
499	1431	1431
500	1434	1428
501	1437	1425
502	1440	1423
503	1442	1420
504	1445	1416
505	1448	1413
506	1450	1410
507	1453	1407
508	1456	1404
509	1459	1402
510	1462	1399
511	1464	1396
512	1467	1393
513	1474	1394
514	1477	1391
515	1480	1388
516	1484	1386
517	1487	1384
518	1490	1381
519	1493	1378
520	1496	1376
521	1499	1373
522	1502	1370
523	1505	1367
524	1508	1364
525	1512	1362
526	1515	1360
527	1518	1357
528	1521	1354
529	1523	1351
530	1526	1348
531	1529	1345
532	1532	1342
533	1535	1340
534	1539	1337
535	1542	1335
536	1545	1332
537	1548	1329
538	1551	1326
539	1554	1324
540	1558	1322
541	1560	1318
542	1563	1315
543	1566	1313
544	1568	1309
545	1572	1307
546	1575	1304
547	1577	1301
548	1586	1303
549	1590	1301
550	1593	1298
551	1596	1295
552	1599	1292
553	1602	1289
554	1604	1286
555	1607	1283
556	1610	1281
557	1613	1278
558	1616	1275
559	1618	1271
560	1621	1268
561	1624	1265
562	1626	1262
563	1629	1259
564	1632	1256
565	1635	1253
566	1637	1250
567	1640	1247
568	1642	1244
569	1645	1241
570	1648	1238
571	1651	1235
572	1654	1232
573	1656	1229
574	1659	1226
575	1662	1223
576	1664	1220
577	1667	1217
578	1670	1214
579	1672	1211
580	1675	1208
581	1677	1205
582	1680	1202
583	1683	1199
584	1685	1195
585	1688	1192
586	1691	1189
587	1693	1186
588	1696	1183
589	1699	1180
590	1702	1177
591	1705	1175
592	1708	1172
593	1710	1169
594	1713	1166
595	1716	1163
596	1718	1160
597	1721	1157
598	1724	1154
599	1727	1151
600	1729	1148
601	1732	1145
602	1734	1142
603	1737	1139
604	1740	1136
605	1742	1132
606	1745	1129
607	1747	1126
608	1750	1123
609	1753	1121
610	1756	1118
611	1759	1115
612	1761	1112
613	1764	1109
614	1767	1106
615	1770	1103
616	1773	1100
617	1776	1097
618	1779	1095
619	1782	1092
620	1784	1089
621	1787	1086
622	1789	1083
623	1792	1080
624	1795	1077
625	1798	1074
626	1800	1071
627	1803	1068
628	1805	1065
629	1808	1062
630	1811	1059
631	1813	1056
632	1816	1053
633	1819	1050
634	1822	1047
635	1824	1044
636	1827	1041
637	1830	1038
638	1833	1035
639	1836	1032
640	1839	1030
641	1842	1027
642	1844	1024
643	1847	1021
644	1850	1018
645	1853	1015
646	1855	1012
647	1859	1009
648	1861	1006
649	1864	1003
650	1866	1000
651	1869	997
652	1872	994
653	1875	992
654	1877	988
655	1880	985
656	1882	983
657	1885	979
658	1887	976
659	1890	973
660	1893	971
661	1896	968
662	1898	965
663	1901	962
664	1904	959
665	1907	956
666	1909	953
667	1912	950
668	1915	947
669	1917	944
670	1920	941
671	1923	938
672	1926	935
673	1929	933
674	1931	930
675	1934	927
676	1937	924
677	1939	921
678	1941	918
679	1945	915
680	1948	912
681	1950	909
682	1953	906
683	1956	903
684	1959	901
685	1962	898
686	1965	895
687	1967	892
688	1970	889
689	1973	886
690	1976	883
691	1978	880
692	1981	877
693	1983	874
694	1986	871
695	1990	869
696	1993	866
697	1995	863
698	1998	860
699	2000	857
700	2003	854
701	2006	851
702	2009	848
703	2011	845
704	2014	843
705	2017	840
706	2020	837
707	2022	834
708	2025	831
709	2028	828
710	2030	825
711	2034	822
712	2036	819
713	2039	816
714	2042	813
715	2044	810
716	2047	808
717	2049	805
718	2052	802
719	2055	799
720	2057	796
721	2060	793
722	2063	790
723	2065	787
724	2068	784
725	2071	781
726	2073	778
727	2076	775
728	2078	772
729	2081	769
730	2084	767
731	2087	764
732	2089	761
733	2092	758
734	2095	755
735	2097	752
736	2100	749
737	2102	746
738	2105	743
739	2108	740
740	2110	737
741	2113	734
742	2115	731
743	2118	728
744	2120	725
745	2123	723
746	2126	720
747	2128	717
748	2131	714
749	2133	711
750	2136	708
751	2139	705
752	2142	702
753	2144	699
754	2147	696
755	2149	693
756	2152	691
757	2155	688
758	2158	685
759	2161	682
760	2164	679
761	2167	677
762	2170	674
763	2172	671
764	2175	668
765	2178	665
766	2180	662
767	2183	659
768	2186	656
769	2188	653
770	2191	650
771	2194	648
772	2197	645
773	2199	642
774	2202	639
775	2204	636
776	2207	633
777	2210	630
778	2212	627
779	2215	624
780	2218	622
781	2220	619
782	2223	616
783	2225	613
784	2229	610
785	2232	607
786	2234	604
787	2237	602
788	2240	599
789	2243	596
790	2246	593
791	2248	590
792	2251	587
793	2253	584
794	2256	581
795	2259	579
796	2262	576
797	2264	573
798	2267	570
799	2270	567
800	2273	564
801	2276	561
802	2278	559
803	2281	556
804	2284	553
805	2286	550
806	2289	547
807	2292	544
808	2294	541
809	2297	538
810	2299	535
811	2302	533
812	2305	530
813	2307	527
814	2310	524
815	2312	521
816	2315	518
817	2318	515
818	2321	513
819	2324	510
820	2326	507
821	2329	504
822	2332	501
823	2335	498
824	2338	496
825	2341	493
826	2343	490
827	2346	487
828	2349	484
829	2352	481
830	2355	479
831	2364	477
832	2368	474
833	2371	472
834	2375	469
835	2378	466
836	2380	463
837	2383	460
838	2386	457
839	2388	455
840	2391	452
841	2394	449
842	2396	446
843	2399	443
844	2402	440
845	2404	437
846	2407	434
847	2410	432
848	2412	429
849	2415	426
850	2418	423
851	2420	420
852	2423	417
853	2426	414
854	2430	412
855	2433	409
856	2436	406
857	2440	403
858	2443	401
859	2446	398
860	2450	395
861	2453	392
862	2455	389
863	2458	387
864	2461	384
865	2464	381
866	2467	378
867	2470	375
868	2473	372
869	2476	369
870	2478	367
871	2481	364
872	2484	361
873	2486	358
874	2489	355
875	2491	352
876	2494	349
877	2497	347
878	2499	344
879	2502	341
880	2505	338
881	2507	335
882	2510	332
883	2513	329
884	2516	326
885	2518	324
886	2521	321
887	2523	318
888	2527	315
889	2530	312
890	2532	309
891	2535	306
892	2537	304
893	2540	301
894	2544	298
895	2546	295
896	2549	292
897	2552	289
898	2555	287
899	2558	284
900	2561	281
901	2563	278
902	2566	275
903	2569	272
904	2571	269
905	2574	267
906	2577	264
907	2579	261
908	2582	258
909	2585	255
910	2587	252
911	2590	249
912	2593	247
913	2595	244
914	2598	241
915	2601	238
916	2603	235
917	2606	232
918	2609	229
919	2612	227
920	2614	224
921	2618	221
922	2620	218
923	2623	215
924	2626	212
925	2628	210
926	2631	207
927	2634	204
928	2636	201
929	2639	198
930	2642	195
931	2644	192
932	2648	190
933	2650	187
934	2653	184
935	2656	181
936	2658	178
937	2661	175
938	2664	173
939	2667	170
940	2669	167
941	2672	164
942	2674	161
943	2677	158
944	2680	156
945	2682	153
946	2685	150
947	2688	147
948	2690	144
949	2693	141
950	2695	138
951	2698	136
952	2700	133
953	2703	130
954	2706	127
955	2709	124
956	2712	121
957	2714	119
958	2717	116
959	2719	113
960	2722	110
961	2725	107
962	2728	104
963	2730	101
964	2733	99
965	2736	96
966	2739	93
967	2742	90
968	2745	87
969	2748	84
970	2751	82
971	2754	79
972	2757	76
973	2760	73
974	2762	70
975	2765	68
976	2768	65
977	2771	62
978	2774	59
979	2776	56
980	2779	53
981	2782	51
982	2785	48
983	2787	45
984	2790	42
985	2793	39
986	2796	36
987	2798	33
988	2801	31
989	2804	28
990	2807	25
991	2809	22
992	2812	19
993	2815	16
994	2817	14
995	2820	11
996	2823	8
997	2825	5
998	2828	2
999	2831	0
