iter	Logloss
263	0.09688631058
264	0.09676261902
265	0.09663692474
266	0.09654878616
267	0.0964547348
268	0.09642929077
269	0.09638884544
270	0.09631361008
271	0.09625917435
272	0.09616858482
273	0.0959506321
274	0.09587631226
275	0.0958193779
276	0.09576831818
277	0.09570396423
278	0.09557449341
279	0.09551418304
280	0.0953712368
281	0.09534528732
282	0.0952221489
283	0.09506015778
284	0.09501142502
285	0.09485881805
286	0.09478527069
287	0.09463328362
288	0.09454229355
289	0.09443819046
290	0.09424180984
291	0.0941312027
292	0.09403027534
293	0.09395572662
294	0.09389261246
295	0.09378894806
296	0.09372549057
297	0.09355650902
298	0.09341957092
299	0.09331064224
300	0.09327133179
301	0.09319951057
302	0.09306699753
303	0.09289865494
304	0.09278102875
305	0.09272699356
306	0.09264650345
307	0.09261288643
308	0.09257805824
309	0.09242912292
310	0.09226934433
311	0.09216407776
312	0.09212073326
313	0.09199966431
314	0.09197128296
315	0.09194892883
316	0.09181408882
317	0.09170870781
318	0.09160600662
319	0.09150112152
320	0.0914648819
321	0.09139204025
322	0.09125386238
323	0.09121330261
324	0.09112764359
325	0.09102760315
326	0.0909811306
327	0.09091885567
328	0.0908990097
329	0.09086795807
330	0.09077046394
331	0.09071393013
332	0.09064243317
333	0.09060624123
334	0.09058514595
335	0.09055940628
336	0.09045834541
337	0.09043118477
338	0.09027677536
339	0.09016592979
340	0.09003156662
341	0.08999520302
342	0.08987264633
343	0.08980185509
344	0.08970907211
345	0.08958042145
346	0.08950715065
347	0.08945040703
348	0.08929573059
349	0.08925011635
350	0.08921737671
351	0.08912148476
352	0.08905281067
353	0.08896011353
354	0.08882583618
355	0.08881648064
356	0.08865638733
357	0.08851608276
358	0.08841830254
359	0.08839567184
360	0.08833280563
361	0.08828647614
362	0.08826378822
363	0.08820922852
364	0.08810959816
365	0.08799741745
366	0.08787296295
367	0.08783726692
368	0.08772983551
369	0.08764573097
370	0.08759643555
371	0.08755249023
372	0.08741329193
373	0.08740289688
374	0.08731482506
375	0.08719417572
376	0.08715648651
377	0.08707778931
378	0.08706106186
379	0.08690424919
380	0.08673353195
381	0.08659583092
382	0.08654508591
383	0.08648911476
384	0.08637824059
385	0.08631788254
386	0.08618375778
387	0.08614356995
388	0.08603100777
389	0.08591423035
390	0.08589759827
391	0.08580189705
392	0.08576223373
393	0.08566923141
394	0.08556447983
395	0.08539756775
396	0.08527998924
397	0.0851896286
398	0.0851109314
399	0.08496255875
400	0.08491858482
401	0.08488679886
402	0.08479549408
403	0.08475058556
404	0.08463777542
405	0.08451224327
406	0.08448242188
407	0.08436863899
408	0.08421069145
409	0.08418539047
410	0.08409033775
411	0.08402424812
412	0.08398836136
413	0.08395860672
414	0.08393917084
415	0.08383892059
416	0.08380044937
417	0.08376231194
418	0.08362987518
419	0.08354875565
420	0.08349425316
421	0.08334741592
422	0.0833108902
423	0.08326698303
424	0.08321064949
425	0.0831733036
426	0.08315122604
427	0.08310642242
428	0.08308549881
429	0.08299241066
430	0.08296220779
431	0.08294441223
432	0.08285024643
433	0.08278408051
434	0.08273673058
435	0.08270196915
436	0.08263988495
437	0.08258063316
438	0.08248895645
439	0.08245441437
440	0.08241398811
441	0.08236824989
442	0.0823506546
443	0.08231245041
444	0.08228226662
445	0.08226699829
446	0.08219877243
447	0.08216841698
448	0.08214295387
449	0.08201598167
450	0.08194485664
451	0.08183281898
452	0.08178416252
453	0.08172609329
454	0.08170441628
455	0.08163249016
456	0.0815754509
457	0.08149877548
458	0.08147123337
459	0.08142532349
460	0.08135266304
461	0.08128322601
462	0.08110936165
463	0.0810477066
464	0.08102788925
465	0.08094949722
466	0.08089109421
467	0.08087069511
468	0.08076057434
469	0.0807318306
470	0.08063614845
471	0.08054281235
472	0.08052072525
473	0.08041800499
474	0.08032974243
475	0.08026754379
476	0.0801584816
477	0.08006760597
478	0.07997688293
479	0.0799318409
480	0.07976794243
481	0.07972956181
482	0.07965236187
483	0.07957280159
484	0.07953415871
485	0.07945024967
486	0.07931151867
487	0.07928851604
488	0.07927206516
489	0.07926657677
490	0.07916151047
491	0.07901971817
492	0.07899922848
493	0.07894842148
494	0.07886555195
495	0.0787810564
496	0.07870386124
497	0.07864572048
498	0.07858522415
499	0.07854683876
500	0.07847981453
501	0.07840713501
502	0.0783529377
503	0.07827207565
504	0.07825068951
505	0.07820349693
506	0.07816828728
507	0.07812719345
508	0.07807208061
509	0.07801493168
510	0.07799808502
511	0.07789128304
512	0.07782281876
513	0.07778770924
514	0.07765703201
515	0.07761878014
516	0.07755270958
517	0.07752155304
518	0.07739012241
519	0.07728590965
520	0.07724289894
521	0.07709952354
522	0.07699885845
523	0.07695524216
524	0.07690215111
525	0.07681092262
526	0.07677965164
527	0.0767525959
528	0.07674048424
529	0.0766435957
530	0.07660896778
531	0.07651411533
532	0.07643447876
533	0.07638036728
534	0.07635237217
535	0.07628285885
536	0.07615933895
537	0.07613981724
538	0.07602216244
539	0.07600611687
540	0.07597459793
541	0.07594401836
542	0.07589586258
543	0.07579914093
544	0.07569428444
545	0.07552188873
546	0.075449543
547	0.07529115677
548	0.07526844025
549	0.0751962471
550	0.07509116173
551	0.07495818615
552	0.07490056515
553	0.07479916096
554	0.07475344181
555	0.07467193127
556	0.07464407921
557	0.07456085205
558	0.07454059124
559	0.07451827049
560	0.07445353985
561	0.07435854912
562	0.07430110455
563	0.0741560936
564	0.0741340065
565	0.07402994633
566	0.07399861336
567	0.07396949768
568	0.07396174431
569	0.07390090942
570	0.07387550831
571	0.07377569675
572	0.07373093605
573	0.07362046719
574	0.07360378742
575	0.07351231575
576	0.07339713097
577	0.0733700037
578	0.07334657669
579	0.07333891392
580	0.07332413673
581	0.07322601318
582	0.07311400414
583	0.07304869652
584	0.0729498148
585	0.07292732716
586	0.07286737919
587	0.07284526348
588	0.07283929348
589	0.07274370193
590	0.07259606361
591	0.07252393723
592	0.07250712395
593	0.07246873856
594	0.07235822201
595	0.07223468304
596	0.07213853359
597	0.07211776733
598	0.07204477787
599	0.07203522682
600	0.0719513607
601	0.07184734821
602	0.07179422855
603	0.07173340797
604	0.07172329426
605	0.07169528961
606	0.07160312653
607	0.07158457756
608	0.07144921303
609	0.07142700672
610	0.07141004562
611	0.07130296707
612	0.07122662544
613	0.07119326591
614	0.07111337662
615	0.07108138084
616	0.07102894783
617	0.07100960732
618	0.07097398758
619	0.07083685875
620	0.0707943821
621	0.07074773788
622	0.07070039272
623	0.07060117722
624	0.07054711819
625	0.07052442074
626	0.07043558121
627	0.07035012722
628	0.07027770996
629	0.07023370743
630	0.0702102232
631	0.07018311501
632	0.07011187553
633	0.07000755787
634	0.06994470596
635	0.06992245197
636	0.06987055779
637	0.06982484818
638	0.06972218513
639	0.06966152191
640	0.06964248657
641	0.06956187725
642	0.06955164909
643	0.06947956562
644	0.06939493179
645	0.06935393333
646	0.06934666634
647	0.06924988747
648	0.06919519424
649	0.06914483547
650	0.06913087368
651	0.06910653591
652	0.06908546448
653	0.06907696724
654	0.06902118683
655	0.06900446892
656	0.06892161369
657	0.06888776779
658	0.06880943298
659	0.06873675823
660	0.06872014999
661	0.06868943691
662	0.06856852055
663	0.06854923248
664	0.06848957539
665	0.06837611198
666	0.06821650982
667	0.06817439079
668	0.06810682774
669	0.06802117348
670	0.06799650669
671	0.06791817665
672	0.06782117844
673	0.06777959347
674	0.06770586014
675	0.06769447803
676	0.06767866135
677	0.06765568733
678	0.06764463902
679	0.06762269497
680	0.06756019115
681	0.06742191792
682	0.0673997879
683	0.06737658501
684	0.06722812653
685	0.06720730782
686	0.06715823174
687	0.06708725929
688	0.06701136589
689	0.06692919731
690	0.06681612015
691	0.06670604706
692	0.06663300514
693	0.0665350914
694	0.06642827034
695	0.06631000519
696	0.06623352051
697	0.06616544724
698	0.06614560127
699	0.06612870216
700	0.06599526882
701	0.06590187073
702	0.0658417654
703	0.06577442169
704	0.06576735497
705	0.06573154449
706	0.06561922073
707	0.06556710243
708	0.06548003197
709	0.06545332909
710	0.06540939331
711	0.06533620834
712	0.06531620979
713	0.06519182682
714	0.06509926319
715	0.06507612705
716	0.06498888016
717	0.06494107246
718	0.06487294197
719	0.0648641777
720	0.06479221344
721	0.06470906258
722	0.06461022854
723	0.06456103325
724	0.06450320244
725	0.06445323944
726	0.06435974598
727	0.06429393291
728	0.06422866344
729	0.06420807838
730	0.06418900013
731	0.06409220219
732	0.06405649185
733	0.06398849964
734	0.06389577866
735	0.06387723923
736	0.0638717556
737	0.06384275436
738	0.06378970623
739	0.06374650002
740	0.06367728233
741	0.06363677979
742	0.06355221748
743	0.06345814228
744	0.0634393692
745	0.06339366913
746	0.06332437992
747	0.06325899124
748	0.06317934036
749	0.0631701088
750	0.06306810856
751	0.06301810265
752	0.06296709538
753	0.06285769463
754	0.06279595852
755	0.06268853188
756	0.06262546062
757	0.06253863335
758	0.06249256134
759	0.06232769966
760	0.06228031158
761	0.06218338013
762	0.06212201118
763	0.06209644318
764	0.06204271317
765	0.06197948456
766	0.06196711063
767	0.06187124729
768	0.06183240414
769	0.06171677589
770	0.06160689354
771	0.06152442932
772	0.06141252518
773	0.06139821053
774	0.06139021397
775	0.06135121822
776	0.06126770973
777	0.06122235775
778	0.06118485451
779	0.06108830452
780	0.0610042572
781	0.06092988014
782	0.06086763382
783	0.0607708025
784	0.06074055195
785	0.06063481331
786	0.0606270647
787	0.06054364204
788	0.06052612782
789	0.0604173851
790	0.06033342361
791	0.06032239914
792	0.06023324013
793	0.06021972656
794	0.06015919685
795	0.06011002064
796	0.06005436897
797	0.06004969597
798	0.05996737957
799	0.05986011028
800	0.05978230476
801	0.05970262527
802	0.05961194038
803	0.05952589035
804	0.05948920727
805	0.05944265842
806	0.0593391943
807	0.05923402309
808	0.05921488285
809	0.05917120457
810	0.05908143044
811	0.05903703213
812	0.05893287659
813	0.05892249584
814	0.05887295723
815	0.05886032581
816	0.05884567261
817	0.05881027222
818	0.05879835606
819	0.05871063232
820	0.05863939285
821	0.05857458591
822	0.05856657505
823	0.05852443695
824	0.05842162132
825	0.05832760811
826	0.05828236103
827	0.05821126938
828	0.05811629772
829	0.05810675144
830	0.05800225735
831	0.05799917221
832	0.05793998718
833	0.05784189224
834	0.05781272888
835	0.05771296501
836	0.05757859707
837	0.05753011703
838	0.0574803257
839	0.05739123821
840	0.05737160683
841	0.05723118305
842	0.05713918686
843	0.05710292816
844	0.05708734035
845	0.05704419613
846	0.05699206829
847	0.05685633659
848	0.05680662155
849	0.05675346851
850	0.05669138908
851	0.05661692619
852	0.05653071404
853	0.05649474621
854	0.05649339676
855	0.0564450264
856	0.05635065079
857	0.05632502556
858	0.05627311707
859	0.05615884781
860	0.05610307693
861	0.05607785702
862	0.05598402023
863	0.05588938713
864	0.05584367752
865	0.05582053661
866	0.05576302528
867	0.05574904919
868	0.05566973686
869	0.05560131073
870	0.0555107832
871	0.05542483807
872	0.05534369469
873	0.05525779247
874	0.0552347517
875	0.05518860817
876	0.05511781693
877	0.05504102707
878	0.05500181675
879	0.05495193481
880	0.05485724926
881	0.05480769157
882	0.05479618073
883	0.05472784042
884	0.05460108757
885	0.05449588776
886	0.05445547104
887	0.05439605236
888	0.05438523293
889	0.0543081665
890	0.05426992893
891	0.05424944878
892	0.05419185162
893	0.05408957958
894	0.05401643753
895	0.05390905857
896	0.05387290001
897	0.05383711815
898	0.05374893188
899	0.05369070053
900	0.05359613419
901	0.05352179527
902	0.05347463608
903	0.05340353966
904	0.05338356018
905	0.05332933903
906	0.05324367523
907	0.05315360546
908	0.05307734489
909	0.05304319382
910	0.05298940182
911	0.0529411602
912	0.05287415504
913	0.05285233498
914	0.05279988289
915	0.05271657467
916	0.05262196541
917	0.05252342701
918	0.05243481159
919	0.05233688354
920	0.05221592903
921	0.05217801571
922	0.05217312813
923	0.05207261562
924	0.05198976517
925	0.05189138889
926	0.05186113834
927	0.05177950859
928	0.05170114517
929	0.05164156914
930	0.05163182259
931	0.05152521133
932	0.05147925377
933	0.05142988205
934	0.05135121346
935	0.05127679825
936	0.05124242783
937	0.05115917206
938	0.05107049465
939	0.05100965977
940	0.05093044281
941	0.05086547852
942	0.05076482773
943	0.05071044922
944	0.0506960392
945	0.0506614542
946	0.05060295105
947	0.05052892685
948	0.05048229694
949	0.05045152664
950	0.05037522316
951	0.050347929
952	0.05025793076
953	0.05020597458
954	0.05014948845
955	0.05006394863
956	0.05001540661
957	0.04995368481
958	0.04991057873
959	0.04989326954
960	0.04988965988
961	0.04981052876
962	0.04977884769
963	0.04969180107
964	0.04968185425
965	0.0496045351
966	0.04952795506
967	0.04945812225
968	0.04938464642
969	0.04931055069
970	0.04927815437
971	0.04921474457
972	0.04914616108
973	0.04912223339
974	0.04903567314
975	0.04894651413
976	0.04884193897
977	0.04876803398
978	0.04871695518
979	0.04867779732
980	0.0486398077
981	0.04857738495
982	0.04853101254
983	0.04850723267
984	0.04847098351
985	0.04841685295
986	0.04832918167
987	0.04822270393
988	0.04814836502
989	0.04811002731
990	0.04804191589
991	0.0479965353
992	0.04795134068
993	0.04793079376
994	0.04789057732
995	0.04786187172
996	0.04780312538
997	0.0477198267
998	0.04769565582
999	0.04761326313
