iter	MultiClass
873	0.1439446487
874	0.1438888928
875	0.1437204506
876	0.1435665127
877	0.1434286451
878	0.1433025049
879	0.1432111769
880	0.1428841198
881	0.1428471083
882	0.1426711477
883	0.1424575084
884	0.1422749733
885	0.1420267102
886	0.1417858521
887	0.1416614356
888	0.1416355547
889	0.1415341036
890	0.141495436
891	0.1414727918
892	0.1413401048
893	0.1411763931
894	0.1411165929
895	0.1410787586
896	0.1409541715
897	0.1407177301
898	0.1406182046
899	0.1403656918
900	0.1402168954
901	0.1399927024
902	0.1399000596
903	0.1396919825
904	0.1394137068
905	0.1393811727
906	0.1392295935
907	0.1390536295
908	0.1388439513
909	0.1387417535
910	0.1386197436
911	0.1384950403
912	0.1384404819
913	0.1383256512
914	0.1381956373
915	0.1379744112
916	0.1377288275
917	0.1375622496
918	0.1374084915
919	0.1372484367
920	0.1369789958
921	0.136873505
922	0.1367709545
923	0.1365730912
924	0.1363627499
925	0.1362096675
926	0.1359644568
927	0.1357324644
928	0.1355388915
929	0.1354426498
930	0.135221696
931	0.1351274929
932	0.135007402
933	0.134761453
934	0.1346538252
935	0.1345967125
936	0.1344711665
937	0.1343969161
938	0.1342688676
939	0.1342439359
940	0.1340158722
941	0.1337933254
942	0.1337689528
943	0.1337173364
944	0.1335534694
945	0.1334101224
946	0.1333364299
947	0.1331872946
948	0.1330204566
949	0.132868767
950	0.1327088573
951	0.1325965752
952	0.1324448898
953	0.1322072995
954	0.1319926933
955	0.1317388781
956	0.1314659897
957	0.1313178971
958	0.1313000483
959	0.1311621265
960	0.1309651877
961	0.1308578975
962	0.1307308398
963	0.130540618
964	0.1304214133
965	0.1302507631
966	0.130060408
967	0.1298896577
968	0.1296741974
969	0.1294730722
970	0.1293997268
971	0.1293172832
972	0.1291857262
973	0.1290003646
974	0.1289087561
975	0.1287865993
976	0.1287280991
977	0.128660741
978	0.1285783677
979	0.1284585901
980	0.1284300738
981	0.1282359565
982	0.1282257187
983	0.1280474463
984	0.1278857406
985	0.1276914436
986	0.1276346858
987	0.1274829598
988	0.1272890206
989	0.1270631098
990	0.1269451082
991	0.1267682252
992	0.1266648521
993	0.1265320763
994	0.1264497614
995	0.1263421214
996	0.1262899425
997	0.1262212614
998	0.1259982923
999	0.1258225101
