iter	Passed	Remaining
575	3182	2343
576	3190	2338
577	3194	2332
578	3199	2326
579	3203	2319
580	3207	2313
581	3211	2306
582	3215	2299
583	3220	2294
584	3225	2288
585	3229	2281
586	3233	2275
587	3238	2269
588	3242	2262
589	3247	2256
590	3251	2250
591	3256	2244
592	3260	2238
593	3265	2232
594	3270	2225
595	3274	2219
596	3279	2213
597	3284	2207
598	3288	2201
599	3293	2195
600	3297	2189
601	3302	2183
602	3306	2176
603	3310	2170
604	3314	2164
605	3321	2159
606	3325	2153
607	3330	2146
608	3334	2140
609	3339	2134
610	3344	2129
611	3354	2126
612	3358	2120
613	3362	2114
614	3368	2108
615	3373	2102
616	3378	2096
617	3384	2091
618	3388	2085
619	3392	2079
620	3397	2073
621	3401	2067
622	3405	2061
623	3409	2054
624	3414	2048
625	3418	2042
626	3423	2036
627	3427	2030
628	3432	2024
629	3436	2018
630	3440	2012
631	3447	2007
632	3451	2001
633	3456	1995
634	3460	1988
635	3464	1982
636	3468	1976
637	3473	1970
638	3478	1964
639	3482	1959
640	3487	1953
641	3491	1947
642	3497	1941
643	3501	1935
644	3505	1929
645	3510	1923
646	3514	1917
647	3518	1911
648	3523	1905
649	3527	1899
650	3531	1893
651	3536	1887
652	3540	1881
653	3546	1876
654	3551	1870
655	3555	1864
656	3559	1858
657	3564	1852
658	3569	1846
659	3574	1841
660	3579	1835
661	3584	1830
662	3588	1823
663	3593	1818
664	3597	1812
665	3602	1806
666	3607	1801
667	3612	1795
668	3616	1789
669	3621	1783
670	3626	1777
671	3630	1771
672	3634	1765
673	3639	1760
674	3643	1754
675	3648	1748
676	3652	1742
677	3656	1736
678	3661	1730
679	3665	1724
680	3669	1718
681	3675	1713
682	3679	1707
683	3683	1701
684	3688	1696
685	3693	1690
686	3698	1685
687	3705	1680
688	3710	1674
689	3714	1668
690	3718	1662
691	3722	1656
692	3726	1650
693	3731	1645
694	3736	1639
695	3741	1634
696	3746	1628
697	3750	1622
698	3755	1617
699	3760	1611
700	3765	1605
701	3769	1600
702	3774	1594
703	3779	1588
704	3783	1583
705	3788	1577
706	3793	1572
707	3798	1566
708	3803	1561
709	3808	1555
710	3811	1549
711	3816	1543
712	3821	1538
713	3827	1533
714	3836	1529
715	3841	1523
716	3845	1517
717	3850	1512
718	3854	1506
719	3858	1500
720	3862	1494
721	3871	1490
722	3876	1485
723	3880	1479
724	3884	1473
725	3889	1467
726	3893	1462
727	3899	1456
728	3905	1451
729	3910	1446
730	3916	1441
731	3920	1435
732	3925	1429
733	3930	1424
734	3934	1418
735	3939	1413
736	3943	1407
737	3948	1401
738	3953	1396
739	3957	1390
740	3965	1386
741	3970	1380
742	3974	1374
743	3979	1369
744	3984	1363
745	3989	1358
746	3995	1353
747	4000	1347
748	4004	1342
749	4010	1336
750	4014	1331
751	4019	1325
752	4024	1320
753	4030	1314
754	4034	1309
755	4039	1303
756	4043	1298
757	4048	1292
758	4053	1286
759	4058	1281
760	4063	1276
761	4068	1270
762	4072	1265
763	4078	1259
764	4082	1254
765	4087	1248
766	4093	1243
767	4098	1237
768	4102	1232
769	4106	1226
770	4110	1220
771	4114	1215
772	4118	1209
773	4124	1204
774	4129	1198
775	4133	1193
776	4138	1187
777	4142	1181
778	4146	1176
779	4151	1170
780	4155	1165
781	4160	1159
782	4165	1154
783	4168	1148
784	4173	1143
785	4177	1137
786	4181	1131
787	4185	1126
788	4191	1120
789	4195	1115
790	4199	1109
791	4204	1104
792	4209	1098
793	4215	1093
794	4222	1088
795	4227	1083
796	4231	1077
797	4236	1072
798	4240	1066
799	4244	1061
800	4248	1055
801	4255	1050
802	4259	1045
803	4265	1039
804	4270	1034
805	4274	1028
806	4279	1023
807	4283	1017
808	4288	1012
809	4294	1007
810	4298	1001
811	4303	996
812	4307	990
813	4311	985
814	4315	979
815	4321	974
816	4327	969
817	4331	963
818	4335	958
819	4339	952
820	4343	946
821	4349	941
822	4352	936
823	4356	930
824	4359	924
825	4363	919
826	4372	914
827	4376	909
828	4380	903
829	4385	898
830	4389	892
831	4394	887
832	4401	882
833	4406	876
834	4410	871
835	4415	866
836	4419	860
837	4424	855
838	4428	849
839	4433	844
840	4438	839
841	4442	833
842	4447	828
843	4452	822
844	4457	817
845	4461	812
846	4467	807
